supermarket,prices_(£),prices_unit_(£),unit,names,date,category,own_brand
Morrisons,2.2,14.7,kg,Philadelphia Lactose Free Soft Cream Cheese,20240413,free-from,False
Morrisons,1.95,1.95,kg,Doves Farm Gluten Free Self-Raising White Flour,20240413,free-from,False
Morrisons,2.75,7.9,kg,Morrisons Free From Red Berry Granola,20240413,free-from,True
Morrisons,2.75,5.7,l,Morrisons Free From Straw…,20240413,free-from,True
Morrisons,1.59,2.3,kg,Dr Oekter Gluten Free Baking Powder Tub,20240413,free-from,False
Morrisons,2.35,15.7,kg,Morrisons The Best Free From Quad Choc Cookies,20240413,free-from,True
Morrisons,1.6,12.8,kg,Schar Gluten Free Rich Tea Biscuits,20240413,free-from,False
Morrisons,2.1,11.1,kg,Genius Gluten Free Blueberry Muffins,20240413,free-from,False
Morrisons,0.9,16.4,kg,Morrisons Free From Original Porridge,20240413,free-from,True
Morrisons,1.5,15.0,kg,Schar Gluten Free Spekulatius,20240413,free-from,False
Morrisons,2.0,4.0,kg,Alpro Smooth Chocolate Dessert,20240413,free-from,False
Morrisons,1.95,6.5,kg,Morrisons Free From Honey Hoops Cereal,20240413,free-from,True
Morrisons,2.15,14.3,kg,Morrisons Free From Fruity Granola Cereal Bars,20240413,free-from,True
Morrisons,2.75,7.9,kg,Morrisons Free From Honey Nut Granola,20240413,free-from,True
Morrisons,1.2,8.0,kg,Alpro Go On Mango Yogurt,20240413,free-from,False
Morrisons,2.2,11.0,l,Food Heaven Free-From Heavenly Whipped,20240413,free-from,False
Morrisons,1.5,10.3,kg,Morrisons Free From Bourbon Biscuits,20240413,free-from,True
Morrisons,2.25,11.3,kg,Morrisons Free From Mature Cheddar,20240413,free-from,True
Morrisons,2.4,10.7,kg,Schar Gluten-Free 3 Panini Rolls,20240413,free-from,False
Morrisons,2.3,0.57,unit,We Love Cake Rip Roaring Raspberry Ripple Slices,20240413,free-from,False
Morrisons,3.99,10.0,kg,Daim Chocolate Cake With Crunchy Caramel,20240413,free-from,False
Morrisons,3.0,30.0,kg,Galaxy Caramel Vegan Chocolate Dairy Free,20240413,free-from,False
Morrisons,1.45,1.4,l,Morrisons Sweetened Almond Milk,20240413,free-from,True
Morrisons,2.49,16.6,kg,Cathedral City Dairy Free Sliced,20240413,free-from,False
Morrisons,4.0,12.2,kg,Goodfella's Gluten Free Margherita Pizza,20240413,free-from,False
Morrisons,2.0,11.1,kg,Nairn's Gluten Free Cheese Oatcakes,20240413,free-from,False
Morrisons,2.65,13.25,kg,Morrisons Free From Grated Ch…,20240413,free-from,True
Morrisons,3.1,16.3,kg,Sacla Vegan Basil Pesto,20240413,free-from,False
Morrisons,3.59,12.82,kg,Cathedral City Dairy Free,20240413,free-from,False
Morrisons,1.0,26.3,kg,Nomo Caramel & Sea Salt Vegan…,20240413,free-from,False
Morrisons,2.75,24.8,kg,Perkier Salted Caramel & Dark…,20240413,free-from,False
Morrisons,2.09,18.0,kg,Morrisons Free From 4 Victoria Sponge Slices,20240413,free-from,True
Morrisons,2.75,24.8,kg,Perkier Madagascan Vanilla…,20240413,free-from,False
